image_name,caption,raw_caption,recaption_model
000226.png,"Figure composed of four panels (a–d):

a. “Wet” regime (intermediate friction): Three time snapshots arranged left→right. For each time, the top image shows a concentration colormap (alternating bright yellow/red/black bands evolving to irregular patches), and the bottom image shows the nematic director field rendered as short, colored arrows/segments with defect markers (red circular symbols for +1/2 and blue triangular symbols for −1/2). Over time, initially ordered bands break up: the concentration pattern becomes more distorted and dotted; the director field develops walls and multiple defect pairs.

b. “Dry” regime (high friction): Three time snapshots arranged left→right. Top row: concentration colormaps displaying elongated bands that remain largely aligned and persistent across time. Bottom row: corresponding director fields rendered as short, uniformly oriented segments; no defect markers are visible. The bands are oriented roughly parallel to the local director.

c. Plot of u_RMS versus friction coefficient γ (logarithmic γ-axis from 10^−4 to 10^0). The red curve with error bars decreases monotonically:
- u_RMS ≈ 4.5 × 10^−3 at γ ≈ 10^−4,
- ≈ 3.5 × 10^−3 at 10^−3,
- ≈ 2.0 × 10^−3 at 10^−2,
- ≈ 1.0 × 10^−3 at 10^−1,
- approaching ≈ 0 at γ ≈ 1.
Axis labels: y-axis “u_RMS” with a scale factor “×10^−3”; x-axis “γ”. Inset: log–log presentation of the same data with two guide lines indicating power-law slopes: a green line labeled “−1/2” and a blue line labeled “−1”. The data follow an intermediate −1/2-like decay at lower γ and a steeper −1-like decay at higher γ.

d. Plot of “Number of defects” versus γ (logarithmic γ-axis from 10^−4 to 10^0). Red curve with error bars:
- Starts near ~50 defects at γ ≈ 10^−4,
- Slowly increases through ~60–70 as γ approaches 10^−2,
- Peaks near ~90 defects around γ ≈ few ×10^−2,
- Then drops sharply with increasing γ,
- Approaches ~0 defects by γ ≈ 1.","Figure 2: Increasing friction drives the crossover from wet to dry active nematics. (a,b) Temporal evolution of the concentration field and nematic director field for (a) γ=0.08 and (b) γ=0.8 with t=105, 5 × 105, 8 × 105 (in LB units) for left, middle and right columns, respectively. For each value of the friction the top row is a colour map indicating variations in concentration and the bottom row is the corresponding director field coloured by the orientation of nematic directors. +1/2 and -1/2 defects are denoted by red circles and blue triangles. (c) The RMS velocity is reduced by increasing friction. The inset illustrates the variation in log-log plot, showing the existence of different exponents. (d) The total number of topological defects initially increases, but drops sharply at γ∼0.1 and disappears at the dry limit.",gpt-5
000227.png,"Five adjacent false-colour panels (a–e), a correlation plot (f) and a schematic director/defect map (g).

- Panels a–e (left to right): square fields showing the in-plane velocity/vorticity magnitude as a rainbow colour map (red/yellow = positive/high, blue = negative/low). 
  - a: irregular, large-scale turbulent-like patches of red and blue.
  - b: finer, more numerous vortex-like patches than (a).
  - c: still finer, densely packed isolated vortices.
  - d: an ordered array of circular vortices forming a square lattice; a dashed square highlights one unit and a large black arrow points from that square down to panel g.
  - e: strongly periodic diagonal stripe pattern with alternating red/blue bands (regular wave-like structure).
  - The figure legend in panel f lists screening-length parameters L_sc = 11.5, 8.57, 6.82, 4.28, 2.09 (lattice units), corresponding to the sequence shown in panels a–e.

- Panel f: plot of the vorticity–vorticity correlation function C_ωω versus normalized distance r/L (x-axis from 0 to 1; y-axis from −0.5 to 1.0).
  - All curves start near C_ωω ≈ 1 at r/L ≈ 0, drop sharply negative at small r/L, then exhibit damped oscillations whose wavelength and amplitude vary with L_sc.
  - Legend (line styles/colours): L_sc = 11.5 (orange solid), L_sc = 8.57 (black dash-dot), L_sc = 6.82 (cyan solid), L_sc = 4.28 (blue dashed), L_sc = 2.09 (red filled circles). The curves with smaller L_sc show more pronounced, regular oscillations consistent with the ordered vortex lattice seen in panel d–e.

- Panel g: zoomed schematic of the ordered vortex-lattice unit cells (tiled grid). Each cell contains short black director lines (nematic directors) arranged to circulate, with alternating circulation directions across neighboring cells. Solid red-outlined boxes indicate clockwise vortices and solid blue-outlined boxes indicate counterclockwise vortices. Red filled circles mark +1/2 topological defects and green triangles mark −1/2 defects (these symbols are placed at characteristic locations between/at cell boundaries). Small black arrows and dashed director segments illustrate local director orientation within and between cells.

Overall visual sequence: from disordered turbulent vorticity fields in (a,b) through increasingly localized vortices in (c) to a regular vortex-lattice pattern (d) and finally a stripe-like periodic pattern (e); panel f quantifies the spatial correlations and panel g shows the corresponding nematic director layout and locations/types of topological defects.","Figure 4: Emergence of a vortex lattice and defect ordering for contractile disk-like particles. (a-e) Velocity field coloured by the magnitude of the vorticity. The hydrodynamic screening length is Lsc=11.5, 8.57, 6.82, 4.28, 2.09 (lattice units) for (a-e) respectively. (f) Vorticity-vorticity correlations function Cωω demonstrates the transition from active turbulence state to the vortex lattice configuration. (g) The stable structure of nematic directors and topological defects in the vortex lattice. Solid red and blue lines illustrate the clockwise and counterclockwise vortices. Topological defects with charges +1/2, -1/2, are shown by red circles and green triangles, respectively.",gpt-5-mini
000228.png,"Two side-by-side ARPES intensity maps (panel a at left, panel b at right), each showing electron binding energy versus in-plane wave vector k||:

- Panel labels: a (left) T = 12 K; b (right) T = 300 K (white text in upper-left of each panel).
- Vertical axis (both panels): ""Electron binding energy (eV)"" with ticks and labels at 0.0 (top), 0.2, 0.4, 0.6 (bottom).
- Horizontal axis (both panels): ""Wave vector k|| (Å^-1)"" with ticks at approximately −0.1, 0.0, +0.1 Å−1.
- Color/contrast: intensity map on a black background; spectral intensity shown in shades from dark red/magenta to bright pink/white indicating high photoemission intensity.
- Spectral features:
  - A bright, broad bulk-derived feature at larger binding energy (near the 0.6 eV tick) appears as a high-intensity, nearly dispersionless region (bright white/pink at the bottom of each panel).
  - A two-branch, conical surface-state-like dispersion is visible above the bulk intensity: an upper branch dispersing toward lower binding energy near k|| ≈ 0 and a lower branch dispersing to higher binding energy and overlapping with the intense bulk feature.
  - Two short horizontal white-dashed lines, drawn near the center of each panel around mid binding energies, mark the energy region of a surface band gap at the Dirac point. These dashed lines lie roughly in the 0.3–0.4 eV binding-energy range.
- Overlaid red curve (right side of each panel): a single red energy-distribution trace plotted along the right edge, rising to a strong peak at deep binding energy (~0.6 eV) and showing a pronounced intensity dip at the energy marked by the horizontal dashed lines (indicating loss of spectral weight at the Dirac-point region).
- Comparison between panels: the overall dispersion, intensity distribution, and position/extent of the white-dashed gap region are visually similar in the 12 K and 300 K maps, indicating no pronounced change of the observed surface band gap between these two temperatures.","Figure 2: Temperature dependence of the large energy scale surface band gap. (a,b) Energy-momentum ARPES dispersions obtained for Mn-doped Bi2Se3 epilayers with 8% Mn concentration. The red lines are the energy-distribution curves obtained in normal emission (k||=0). The horizontal white-dashed lines highlight the surface gap. Measurements are taken at 50 eV photon energy and a temperature of (a) 12 K and (b) 300 K. The surface band gap does not show a remarkable temperature dependence.",gpt-5-mini
000229.png,"Four ARPES intensity maps (panels a–d) display the evolution of the surface and bulk electronic states as a function of in-plane wave vector and binding energy:

- Axes and ranges (common to all panels):
  - Horizontal axis: Wave vector k|| (Å⁻¹), spanning approximately −0.2 to +0.2 Å⁻¹ with tick marks at −0.2, −0.1, 0.0, +0.1, +0.2.
  - Vertical axis: Electron binding energy (eV), labeled from 0.0 at the top down to at least 0.6 eV (tick marks at 0.0, 0.2, 0.4, 0.6 eV).
- A red curve at the right side of each panel is the energy-distribution curve (EDC) at normal emission (k|| = 0), showing the photoemission intensity versus binding energy.
- White horizontal dashed lines mark the minimum limit of the surface-state gap region (accounting for linewidth broadening) in panels b–d.

Observed features and trends:
- Panel a: A sharp, bright, gapless Dirac-like dispersion is visible, with the Dirac point located near ~0.4–0.5 eV binding energy. The EDC shows a pronounced peak at the Dirac energy, indicating high intensity.
- Panels b–d: A depletion of spectral weight develops around the original Dirac-point energy, visible as:
  - An intensity dip in the EDC at k|| = 0 (red curve).
  - A suppressed crossing region in the band maps, with white dashed lines indicating the lower bound of the opened surface-state gap.
  - The upper Dirac branch becomes more parabolic (heavier effective mass appearance), and the gap region broadens progressively from b to d.
- In all panels, the lower half of the Dirac cone overlaps with a broad, bright bulk valence band feature at higher binding energies (>~0.5 eV), while the upper cone is more distinct at lower binding energies.
- The overall spectral weight of the bulk features and the position of band edges shift slightly across panels, consistent with a gradual change in doping, while the surface-state gap increases monotonically from b to d.","Figure 1: Effect of Mn doping on the electronic band dispersions of (Bi1-xMnx)2Se3. (a-d) Mn-concentration-dependent high-resolution ARPES dispersions measured at 50 eV photon energy and a temperature of 12 K for x values of (a) 0, (b) 0.02, (c) 0.04 and (d) 0.08. The red lines represent EDCs obtained in normal emission (k||=0). A surface band gap opens at the Dirac point of the TSS which increases in size with increasing Mn content. The horizontal white-dashed lines highlight the minimum limit of the gap size after taking into account the contribution from the linewidth broadening. The opening of the gap leads to an intensity dip in the EDCs around the energy region of the original Dirac point. For x=0.02, the suppression of intensity at the Dirac point and the more parabolic surface-state dispersion are signatures of a small gap. Besides the increased linewidth broadening due to the Mn impurities, these effects become more pronounced with increasing Mn content.",gpt-5
000230.png,"Figure composed of three panels labeled a, b and c.

a) Square scatter plot with x-axis labeled ""L_sc_lattice"" (tick marks from 2 to 10) and y-axis labeled ""L_ω"" (tick marks from 2 to 10). A red diagonal line runs from the lower-left to the upper-right, annotated as L_ω = L_sc. Four black filled circular data markers lie close to this diagonal in the range x ≈ 4–8 and y ≈ 4–8. Two markers in the upper-right region are annotated by an arrow and the text ""Extensile rod-like""; a marker in the mid-left region is annotated by an arrow and the text ""Contractile disk-like"". The panel letter ""a"" appears in the upper-left corner.

b) Two square grayscale colormap panels under the heading ""Extensile rod-like"". Above the left colormap is the label ""Low friction""; above the right colormap is the label ""High friction"". The low-friction map shows a featureless, noisy texture with no clear peaks. The high-friction map shows a regular array of bright/dark diamond-shaped spots arranged on a rectangular grid. Overlaid in green on the high-friction map are two vectors labeled ""a"" (horizontal) and ""b"" (angled upward to the left) with angle label ""φ"", and green text below reads ""a ≠ b, φ = 90°"" and ""Rectangular"".

c) Two square grayscale colormap panels under the heading ""Contractile disk-like"". Above the left colormap is ""Low friction""; above the right is ""High friction"". The low-friction map is similarly noisy and unstructured. The high-friction map shows discrete diamond-shaped peaks forming a centred rectangular-like lattice (peaks more widely spaced than in b). Overlaid in green on the high-friction map are vectors ""a"" (horizontal) and ""b"" (angled) with angle ""φ"", and green text below reads ""a ≠ b, φ = 90°"" and ""Centred rectangular"". The panel letters ""b"" and ""c"" appear at the left margin of their respective rows.","Figure 5: Properties of the vortex lattice. (a) Dots indicate the characteristic vorticity length scale and the screening length at which the vortex lattice emerges for extensile and contractile systems, each for two different values of the activity. The red line indicates Lω=Lsc. (b,c) Colormaps of the structure factor for defects showing the emergence of positional ordering of defects at high friction for (b) extensile rod-like and (c) contractile disk-like particles.",gpt-5-mini
000231.png,"a) Optical photograph of several shiny, plate-like PbTaSe2 single crystals on graph paper. A white scale bar in the image indicates 3 mm.

b) Powder X-ray diffraction pattern: vertical axis labeled ""Intensity (a.u.)"" (scale up to 500), horizontal axis labeled ""2θ (degree)"" spanning 0–70°. A dominant peak at ~14° is labeled ""(002)"" (peak height ≈500 a.u.). Additional diffraction peaks at lower and higher 2θ are marked with Miller indices (including a small peak near ~8° labeled ""(001)"" and multiple indexed peaks between ~20° and ~65°). A legend box labels the trace ""PbTaSe2"".

c) Photoemission core-level spectrum (hν = 80 eV): vertical axis ""Intensity (a.u.)"", horizontal axis ""BE (eV)"" with binding energy running from ~60 eV (left) to 0 eV (right). Distinct core-level peaks are labeled on the plot: ""Se 3d3/2"" and ""Se 3d5/2"" at high binding energy (~55–50 eV), a broad feature labeled ""Ta 5p1/2/Ta 5p3/2"" at intermediate binding energy (~30–35 eV), peaks labeled ""Ta 4f"" and smaller peaks and two close peaks labeled ""Pb 5d3/2"" and ""Pb 5d5/2"" at lower binding energy (~20–18 eV).

d) Electrical resistivity ρ versus temperature T: vertical axis ""ρ (μΩcm)"" from 0 to 35 μΩ·cm, horizontal axis ""T (K)"" from 0 to 140 K. Data are shown as filled circles connected by a line, with ρ rising roughly linearly from near 0 at low T to ≈34 μΩ·cm at 140 K. Inset: enlarged view around 3–5 K showing a superconducting transition; the inset marks Tc = 3.8 K.

e) STM topography of cleaved (001) surface (larger-area view): color-coded height/tunneling-current image showing a largely uniform hexagonal surface with a few point defects. A black scale bar indicates 10 nm.

f) High-resolution STM topography (atomic-scale): clear hexagonal lattice (atomic corrugation) visible across the field. A black scale bar indicates 2 nm; an annotation at the bottom right gives aSTM = 0.32 nm. A vertical color scale bar at right labeled ""Tunneling current"" ranges from ""Min"" to ""Max"".","Figure 1: Overview of PbTaSe2 single crystal. (a) Optical image of PbTaSe2 single crystals measured in this work. (b) X-ray diffraction measurements showing the lattice parameters matching with the space group (187) . (c) ARPES core-level spectrum showing clear Pb-5d, Se-3d and Ta-4f core-level peaks. (d) Resistivity as a function of temperature showing a superconducting transition at 3.8 K. (e,f) STM topography of PbTaSe2, indicative of a surface lattice constant 3.2 Å.",gpt-5-mini
000232.png,"a) Left: Magnetization M versus applied field μ0H at T = 2 K. Axes: horizontal μ0H from −80 to +80 mT; vertical M (kA m−1) from −20 to +20. Four data traces are shown (labelled in-plain ""ip"" and out-of-plane ""oop"" for two Mn concentrations 4% and 8%): blue-symbol traces and red-symbol traces with both filled and open marker styles. The blue traces show a large, steep change of M near μ0H = 0 (M spanning roughly −18 to +18 kA m−1), while the red traces show smaller amplitude (M spanning roughly −8 to +8 kA m−1). The ip and oop traces are distinguished by marker style (solid/filled versus open) and by label in the legend at lower right. A vertical red line at μ0H = 0 marks zero field. The plot title at top-left reads T = 2 K.

b) Center: Hysteresis loops measured with field perpendicular to the (111) sample surface; axes: horizontal H from −10 to +10 kOe, vertical M from −1,000 to +1,000 emu mol−1. Two main datasets are shown: red squares (T = 4.25 K) and blue triangles (T = 7.0 K). The red (4.25 K) curve exhibits a narrow hysteresis around zero field with a rapid change of M near H = 0, whereas the blue (7.0 K) curve is much more gradual and approximately paramagnetic-like. An inset (zoom around zero field) is included in the lower-right of this panel showing the same two datasets on a small-field scale (horizontal axis roughly −75 to +75 Oe), where the 4.25 K data show a clear hysteresis loop and the 7 K data show no hysteresis. A schematic sketch of the sample (hexagonal slab) indicates the applied field direction B || [111] with an arrow normal to the surface; the panel is annotated ""8% Mn"" and the panel title reads T = 4.25 K.

c) Right: Modified Arrott-plot representation. Axes: horizontal H/M1/β (units Oe emu−1 g)1/β from 0 to 1,000 (tick marks at 200, 400, 600, 800, 1,000); vertical M1/γ (units (emu−1 g)1/γ) from 0 to 16. Multiple isothermal curves are plotted for temperatures labelled on or near each curve: T = 4.25 K (blue), intermediate temperatures up to T = 9 K (series of dashed and dotted lines, colors shift from blue/purple to black), and T = 11 K and T = 13 K (green). The Curie temperature is annotated as TC = 5.5 K on the panel. The caption-like annotation δT = 0.25 K appears next to the temperature labelling, and the panel also carries the label B || [111] and ""8% Mn"" at the top.","Figure 3: Characterization of the bulk magnetic properties of Mn-doped Bi2Se3 films. (a) In-plane (ip) and out-of-plane (oop) magnetization curves for Mn concentrations of x=0.04 and x=0.08, measured at a temperature of 2 K using SQUID magnetometry. The magnetic anisotropy lies in the surface plane irrespective of the Mn concentration. (b) Corresponding hysteresis loops for x=0.08 measured at a temperature of 4.25 K (squares) and 7 K (triangles), respectively. The applied magnetic field is perpendicular to the (111) sample surface (see sketch). Inset: a zoom-in around zero magnetic field showing hysteresis at 4.25 K and a paramagnetic state at 7 K. (c) Arrott plots at various temperatures from which a Curie temperature TC of 5.5 K is deduced. Between 4.25 K and 6.75 K, data are shown for temperature increments of δT=0.25 K.",gpt-5-mini
000233.png,"- Panel a (X-ray absorption at Mn L2,3 edges, total electron yield):
  - Plot: Intensity (a.u.) vs Photon energy (eV), range 635–660 eV.
  - Two nearly overlapping curves labeled “Circ. Pos.” (red) and “Circ. Neg.” (black).
  - Conditions printed on the panel: T = 5 K, B = 3 T; sample label “4% Mn”.
  - Visible absorption features:
    - Strong L3 peak centered near ≈640 eV.
    - Weaker structures around ≈645–655 eV (L2 region).
  - Inset sketch: circularly polarized X-rays (hv) incident on a surface with surface normal n; magnetic field B applied perpendicular to the surface (out of plane).

- Panel b (XMCD spectrum):
  - Plot: XMCD (%) vs Photon energy (eV), range 635–660 eV; sample label “4% Mn”.
  - Prominent negative XMCD dip at ≈640 eV with magnitude on the order of −15% to −20%.
  - Smaller oscillatory features between ≈645 and 660 eV.
  - Inset: XMCD (%) vs magnetic field B (T) from 0 to 3 T; monotonic increase in magnitude with field.

- Panel c (Remanent XMCD vs photon energy at different temperatures):
  - Plot: XMCD (%) vs Photon energy (eV), zoomed 639–643 eV; label “4% Mn, B = 0 T”.
  - Three temperature curves:
    - 5 K (red): strong negative minimum near ≈640 eV (~−6%), crossing toward zero above ≈641 eV.
    - 7 K (black): reduced amplitude (≈−2% near 640 eV).
    - 10 K (green): near zero across the range.
  - Inset: XMCD (%) vs temperature T (K), 0–25 K; two series labeled “4% Mn” (red circles) and “8% Mn” (gray squares). XMCD decreases toward zero as temperature approaches ≈10 K and remains ≈0 above that.

- Panel d (Field-cooled SQUID magnetometry):
  - Plot: Magnetization (10^−5 emu) vs Temperature (K), range 2–14 K.
  - Legend: 4% Mn (ip: red; oop: orange) and 8% Mn (ip: blue; oop: green).
  - Observed trends:
    - 8% Mn, in-plane (blue): largest signal, ≈12×10^−5 emu at 2 K, decreasing continuously with T toward ≈0 by ~8–10 K.
    - 4% Mn, in-plane (red): smaller but finite magnetization at low T, decreasing with T.
    - Out-of-plane (orange for 4% Mn, green for 8% Mn): near zero across the temperature range.

- Panel e (XMCD-PEEM image):
  - False-color image labeled “XMCD (%)”.
  - Color bar scale approximately from −4% (dark) to +4% (light).
  - Texture shows no discernible domain contrast over the field of view.
  - Horizontal white scale bar: 500 μm.","Figure 4: XMCD in total electron yield at the Mn L2,3-edges. (a) X-ray absorption spectra measured for opposite helicities of the circularly polarized incident light at 5 K with an out-of-plane applied magnetic field of 3 T. A sketch of the experimental geometry is also shown. (b) Corresponding XMCD difference spectrum. The inset shows XMCD measurements for different applied magnetic fields. (c) Temperature dependence of the remanent XMCD for a Mn concentration of x=0.04. Inset: detailed temperature dependence for x=0.04 and 0.08. (d) To re-examine the bulk magnetic properties, field-cooling measurements are obtained under an in-plane (ip) and out-of-plane (oop) applied magnetic field of 10 mT using SQUID magnetometry. The temperature dependence for x=0.04 and 0.08 compares well with the surface-sensitive measurements shown in the inset of (c). (e) XMCD-PEEM image obtained using photoelectron microscopy for x=0.08 at room temperature, revealing the absence of magnetic domains with partial or full out-of-plane magnetic order. Scale bar, 500 μm (horizontal white-solid line).",gpt-5
000234.png,"Two-panel ARPES figure showing the surface electronic structure with corresponding energy distribution curves (EDCs).

Panel a (left):
- Plot type: Energy–momentum ARPES intensity map.
- Axes:
  - Horizontal: Wave vector k∥ (Å⁻¹), spanning approximately −0.12 to +0.12 Å⁻¹ (tick marks at −0.1, 0.0, +0.1).
  - Vertical: Electron binding energy (eV), from 0.0 down to 0.5 eV (tick marks at 0.0, 0.2, 0.4 eV).
- Key visual features:
  - Bright, X-shaped dispersion centered at k∥ = 0, characteristic of a Dirac cone.
  - No visible gap at the crossing; the upper and lower branches meet continuously at the Dirac point.
  - The Dirac point lies near a binding energy of roughly 0.28–0.32 eV (estimated from the color-intensity maximum at the cone’s apex).
- An overlaid red curve traces the EDC at normal emission (k∥ = 0).

Panel b (right):
- Plot type: Stack of EDCs versus binding energy.
- Axes:
  - Horizontal: Intensity (a.u.).
  - Vertical: Electron binding energy (eV), from 0.0 to 0.5 eV (tick marks at 0.0, 0.1, 0.2, 0.3, 0.4, 0.5).
- Key visual features:
  - Multiple EDC traces across momenta reveal two peak branches that cross, consistent with the Dirac cone seen in panel a.
  - The red EDC (k∥ = 0) shows a single peak that moves smoothly through the binding energies without splitting at the crossing, indicating the absence of an energy gap at the Dirac point.
- Overall observation:
  - The ARPES intensity map and EDCs together depict a gapless Dirac cone centered at k∥ = 0 with the Dirac point near ~0.3 eV binding energy.",Figure 6: Effect of Mn deposition on the surface of Bi2Se3 films. (a) Energy-momentum ARPES dispersion showing a gapless Dirac cone in pure Bi2Se3 films after deposition of 0.3 monolayer Mn at 30 K on the surface. Measurements are performed at the same temperature using 50 eV photon energy. (b) EDCs extracted from the measurements shown in a. The red curves in a and b emphasize the EDC in normal emission (k||=0).,gpt-5
000235.png,"a) Schematic crystal model (plan view) showing a rectangular lattice of two atom types: larger yellow circles, each containing a blue wedge on their right-hand side, arranged in a staggered grid; smaller grey circles occupy the alternating positions. The yellow atoms with blue wedges are arranged in vertical columns, separated by columns of grey atoms.

b) Calculated density of states (DOS) plot:
- Vertical axis: ""Normalized DOS (a.u.)"".
- Horizontal axis: ""E - EF (eV)"" with tick marks and labels at approximately -0.6, -0.4, -0.2, 0.0, 0.2, 0.4 eV.
- Two data series shown as open-square markers: red squares labeled ""Total DOS"" and blue squares labeled ""Mn DOS"" (legend at top right of panel).
- The red (total) DOS has a pronounced peak centered near E - EF ≈ -0.15 eV and a smaller structure at more negative energy near -0.45 eV; it rises again slightly toward +0.3–+0.4 eV (label ""BCB"" near the right-side structure).
- The blue (Mn) partial DOS exhibits clear peaks near E - EF ≈ -0.45 eV and ≈ -0.15 eV; two vertical blue arrows mark these impurity-related features. The left region is labeled ""BVB"" (near the negative-energy Mn peak).

c) Angle-resolved photoemission intensity map (color image):
- Vertical axis: ""Electron binding energy (eV)"" running from ≈0.15 eV (top) down to ≈0.40 eV (bottom) with tick marks at ~0.15, 0.20, 0.25, 0.30, 0.35, 0.40 eV.
- Horizontal axis: ""Wave vector k|| (Å^-1)"" spanning -0.1 to +0.1 Å^-1.
- Color map (legend to right) labeled ""Intensity (a.u.)"" with a scale from High (yellow) through red to Low (blue).
- Overlaid thick dashed black curves trace two symmetric, roughly parabolic bands (upper and lower branches) centered at k|| = 0, leaving an apparent gap between them in the mid-energy region; intensity is strongest (yellow/red) near the top and bottom parabolic extrema and lower (blue) in the central region.

d) Second ARPES intensity map (same axes and ranges as c):
- Same axes labels and tick marks: binding energy ≈0.15–0.40 eV, k|| = -0.1–+0.1 Å^-1.
- Same color scale (High yellow → Low blue).
- Overlaid dashed black parabolic bands again indicate upper and lower branches with a depletion of intensity in the central gap region; overall intensity distribution and contrast are similar to c but with subtle variations in intensity distribution across k||.

e) Schematic of the resonant photoemission process (energy-level diagram):
- Vertical axis labeled with Evac at the top and EF (dashed line) slightly below.
- Left column labeled ""Initial state"": a filled Mn 3p level (solid black line with filled black circles) below EF and a lower filled valence level; an upward arrow labeled ""hν"" (wavy orange symbol) indicates photon absorption promoting an electron from a filled low level toward an empty state above EF.
- Right column labeled ""Final state"": shows an empty Mn 3d level above EF (open circles) and an emitted electron (arrow upward to Evac); a downward arrow indicates relaxation (Auger-like/decay) that results in enhanced photoemission from Mn 3d-derived states.
- Mn 3p and Mn 3d levels are explicitly annotated on the right side of the diagram.

f) Difference map (on-resonance minus off-resonance) of ARPES intensity:
- Vertical axis: ""Electron binding energy (eV)"" from 0.0 (top) to ≈0.5 eV (bottom) with tick marks at ≈0.0, 0.1, 0.2, 0.3, 0.4, 0.5 eV.
- Horizontal axis: ""Wave vector k|| (Å^-1)"" from -0.1 to +0.1 Å^-1.
- Color map (legend at right) labeled ""Intensity (a.u.)"" with High shown as blue and Low as white (strong blue contrast indicates resonant enhancement).
- Overlaid dashed black curves (matching the parabolic dispersion from panels c/d) show the upper and lower branches; strong blue intensity (resonant signal) appears inside the gap region and near the lower-branch energy, with two left-pointing grey arrows on the left side marking prominent resonant features at approximately 0.3 eV and near 0.48–0.50 eV binding energy.","Figure 7: Resonant photoemission and ab initio calculations. (a) The structure of Bi2Se3 doped with 8% Mn at the Bi-substitutional sites used in the calculations. Within the coherent-potential approximation, the Bi atoms (yellow) acquire Mn character (blue wedges). Se atoms are shown in grey colour. (b) Calculated density of states (DOS). The total DOS (red) contains contributions from impurity resonances (vertical blue arrows) of strong d-character, a seen in the partial Mn DOS (blue). For the purpose of the calculation, ferromagnetic order at T=0 K was assumed. (c,d) Resonant photoemission at the Mn M-edge, focusing on the region of the surface gap (8% Mn). (c) Off-resonant (48 eV photon energy) and (d) on-resonant data (50 eV). (e) Schematics of the resonant process. At the resonance energy, the excitation occurs via 3p-3d transitions. The exciting photon energy (h ν) corresponds to a transition from an occupied core level to a valence-band empty state between the Fermi (EF) and vacuum (Evac) levels. The relaxation of excited electrons leads to enhanced photoemission from d-like Mn states. (f) Intensity difference obtained after subtracting off-resonant from on-resonant data. The resonances are seen in blue contrast and are marked with arrows, similar to the calculations shown in b.",gpt-5-mini
